label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C2,36.080597,140.0795222,283.073218856111,-267.957146288402,8.32081995087802,0,0,0.409606602504359,-0.911196992826377,2,2,0,0,1,283.073218856111,-267.957146288402,283.229227400912,-263.341835653732,47.609834973648,4.61794661300339
C2-C3_1,36.080586,140.0795185,282.740350302508,-269.1816606872,8.39848348810261,0,0,0.780691533572011,-0.623502055325721,2,2,0,0,1,282.740350302508,-269.1816606872,282.988343804649,-264.768067289699,47.5846401229781,4.4205551071745
C2-C3_2,36.0805488,140.0795099,281.966655822145,-273.322745744854,8.67970168281683,0,0,0.670132634437634,-0.740758148507102,2,2,0,0,1,281.966655822145,-273.322745744854,282.132216796727,-268.703710875909,47.9127010602663,4.62200103384148
C2-C3_3,36.0805115,140.0795081,281.804719767521,-277.474962750926,8.92281103079354,0,0,0.645745286241293,-0.762331380090695,2,2,0,0,1,281.804719767521,-277.474962750926,281.98250116992,-272.743986428341,48.2932058129683,4.73431549348913
C2-C3_4,36.0804746,140.0795028,281.327908053116,-281.582651961742,9.16705234705041,0,0,0.744551045035738,-0.666301825835736,2,2,0,0,1,281.327908053116,-281.582651961742,281.335161894881,-276.707493147661,48.5413275415518,4.87516421064262
C2-C3_5,36.0804423,140.0794883,280.023423171768,-285.178271513671,9.42479494341306,0,0,0.722893095491269,-0.689688175979059,2,2,0,0,1,280.023423171768,-285.178271513671,279.933618053601,-280.499849287145,48.4886981288911,4.67928407867067
C2-C3_6,36.0804052,140.0794872,279.924462250634,-289.308224622115,9.60883982125653,0,0,0.710185128822798,-0.702785614742617,2,2,0,0,1,279.924462250634,-289.308224622115,279.744690347708,-284.51061694444,48.8117309470267,4.80097462667434
C2-C3_7,36.0803699,140.0794813,279.393671852207,-293.237802647163,9.91399536562461,0,0,0.746102304333404,-0.664506071803189,2,2,0,0,1,279.393671852207,-293.237802647163,279.086241467472,-288.574609574933,48.8784076927127,4.67331606788459
C2-C3_8,36.0803341,140.0794855,279.771522645478,-297.223040417466,10.1394053200243,0,0,0.743466426418394,-0.667329316013225,2,2,0,0,1,279.771522645478,-297.223040417466,279.326025129239,-292.688264706296,49.0251499332025,4.55660606017193
C2-C3_9,36.0802971,140.0794832,279.564604353742,-301.341861577492,10.3826181057655,0,0,0.706264403453487,-0.706641304892817,2,2,0,0,1,279.564604353742,-301.341861577492,278.908582713549,-296.738814374058,49.2201527761822,4.64955997374378
