label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C7,36.0816373,140.0803448,357.077995540667,-152.151480016197,0.869660847126582,0,0,-0.551711504419775,0.833387216272251,2,2,0,0,1,357.077995540667,-152.151480016197,358.482161532706,-152.706919934429,44.1832622990526,1.51003166720631
C7-C8_1,36.0816026,140.0803439,356.997027513355,-156.014266346779,1.06114106875465,0,0,-0.598704461273615,0.800242787606002,2,2,0,0,1,356.997027513355,-156.014266346779,358.401551143078,-156.855570612835,44.1120449492494,1.63721699677658
C7-C8_2,36.081566,140.0803431,356.925055932954,-160.088559709967,1.25644547784215,0,0,-0.663944558563278,0.746778666740611,2,2,0,0,1,356.925055932954,-160.088559709967,358.087110826165,-160.878953318635,44.2327718894264,1.40538024443852
C7-C8_3,36.0815315,140.0803333,356.043404084545,-163.92908214213,1.48041678816081,0,0,-0.649544332373484,0.759304312917449,2,2,0,0,1,356.043404084545,-163.92908214213,357.171435895479,-164.874298576466,44.1844919129579,1.47169625745804
C7-C8_4,36.0814949,140.0803344,356.142365005679,-168.003375505318,1.70396548502366,0,0,-0.66216703307749,0.748409704843241,2,2,0,0,1,356.142365005679,-168.003375505318,357.12399112425,-168.996856879378,44.2877473953966,1.39663705996339
C7-C8_5,36.0814567,140.080331,355.83648579281,-172.255780053484,1.93646892421075,0,0,-0.792975736047737,0.608065259199302,2,2,0,0,1,355.83648579281,-172.255780053484,356.672865356472,-173.068674756983,44.5591858056235,1.16633124518224
C7-C8_6,36.0814211,140.0803256,355.350677628937,-176.218753925369,2.17044195881705,0,0,-0.791147676348004,0.610187511271592,2,2,0,0,1,355.350677628937,-176.218753925369,356.213348284992,-177.172259398095,44.6115134682282,1.28583566109221
C7-C8_7,36.0813841,140.0803212,354.954833941844,-180.337575084604,2.39254010178065,0,0,-0.642583117302134,0.765026919599504,2,2,0,0,1,354.954833941844,-180.337575084604,355.593467703563,-181.124878698291,44.8172065857947,1.01375542500772
C7-C8_8,36.0813454,140.0803185,354.711929862465,-184.645639378817,2.60154419820532,0,0,-0.678627349703013,0.733530900685423,2,2,0,0,1,354.711929862465,-184.645639378817,355.176812959775,-185.315094159118,45.034128890425,0.815037420633656
C7-C8_9,36.0813087,140.0803223,355.053794865535,-188.731064690423,2.86522333783764,0,0,-0.770569618989811,0.636004674522093,2,2,0,0,1,355.053794865535,-188.731064690423,355.362619429051,-189.349758313135,45.2507545297797,0.691487100251889
C7-C8_10,36.081271,140.0803184,354.702933412997,-192.927809493333,3.10144114271365,0,0,-0.665812521580912,0.744911677013561,2,2,0,0,1,354.702933412997,-192.927809493333,354.819431024877,-193.33103875021,45.5258874853882,0.41972077286584
C8,36.0812593,140.0803155,354.442036437239,-194.230247535806,3.16758198817555,0,0,-0.821572626752537,0.568717431923401,2,2,0,0,1,354.442036437239,-194.230247535806,354.790318769828,-194.576728711917,45.744008858495,0.491273639220115
