label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C10,36.0800065,140.0809101,407.934912945252,-333.691305601971,11.8422363724313,0,0,0.998405213675032,-0.038000341116144,2,2,0,0,1,407.934912945252,-333.691305601971,405.844642958285,-333.150818783329,58.8046733857853,2.15901704938607
C10-C9_1,36.0800046,140.0808987,406.909317938598,-333.902812634577,11.8495800183517,0,0,0.999214652026055,0.004112927953446,2,2,0,0,1,406.909317938598,-333.902812634577,404.649176993585,-333.235558369302,58.7124014119336,2.35657916180452
C10-C9_2,36.0800107,140.0808853,405.703793980941,-333.223763740713,11.7830255391112,0,0,0.862804705077568,0.504894262113347,2,2,0,0,1,405.703793980941,-333.223763740713,403.51031369536,-332.308647066866,58.7886554624641,2.37671922826114
C10-C9_3,36.0800441,140.0808705,404.372319758861,-329.505692748271,11.4939016173097,0,0,0.845026639931437,0.534029576071327,2,2,0,0,1,404.372319758861,-329.505692748271,402.21440468626,-328.448931857731,58.5448895657853,2.40277777589409
C10-C9_4,36.0800762,140.080855,402.97787040329,-325.932337093179,11.2317668961683,0,0,0.88274155023172,0.468583878202488,2,2,0,0,1,402.97787040329,-325.932337093179,400.815032427992,-324.700931982051,58.3062173744191,2.488820334034
C10-C9_5,36.0801096,140.0808367,401.331520521429,-322.214266100737,10.9631892581914,0,0,0.849667713128336,0.526670012377812,2,2,0,0,1,401.331520521429,-322.214266100737,399.321587853019,-320.912160751827,58.0573166592804,2.39485023982779
C10-C9_6,36.0801456,140.0808294,400.674779858578,-318.206764432015,10.6908352144555,0,0,0.819840505264102,0.571861417450025,2,2,0,0,1,400.674779858578,-318.206764432015,398.813022391978,-316.918305338657,57.8118649957418,2.26412625524713
C10-C9_7,36.0801812,140.0808166,399.523234584944,-314.24379056013,10.3727190315565,0,0,0.783353845431595,0.621230224219284,2,2,0,0,1,399.523234584944,-314.24379056013,397.913741862872,-312.880617106228,57.6590089500347,2.10919621842696
C10-C9_8,36.0802153,140.0808096,398.893483262826,-310.447795924013,10.1247405166304,0,0,0.827391839092004,0.561225123371966,2,2,0,0,1,398.893483262826,-310.447795924013,397.121275481294,-308.895833143422,57.3931050488698,2.35569711407531
C10-C9_9,36.0802515,140.0808036,398.353696417488,-306.418030357663,9.84855748326285,0,0,0.692455035814187,0.721009853888887,2,2,0,0,1,398.353696417488,-306.418030357663,396.693452397556,-304.869843464178,57.1452790170242,2.27008653202466
C10-C9_10,36.0802866,140.0808003,398.056813651529,-302.510716230243,9.58760702170925,0,0,0.756208967481876,0.65399408544686,2,2,0,0,1,398.056813651529,-302.510716230243,396.453328310706,-300.846739980144,56.9888225145013,2.31084015006002
C10-C9_11,36.0803223,140.080805,398.479646681911,-298.536610409149,9.31040385150068,0,0,0.669513258822397,0.742256008360454,2,2,0,0,1,398.479646681911,-298.536610409149,397.082044191634,-296.845153380477,56.9194782864101,2.19415578313738
