label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C4,36.081517,140.079849,-56.61506453719047,-63.047523407882785,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_1,36.08153525,140.07989995833333,-52.03567860863205,-61.01821599621248,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_2,36.0815535,140.07995091666666,-47.45629374301864,-58.98890858533226,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_3,36.081571749999995,140.080001875,-42.87690994035058,-56.959601174452054,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_4,36.08159,140.08005283333333,-38.297527200628224,-54.93029376278175,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_5,36.08160825,140.08010379166666,-33.7181455238519,-52.90098635111145,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_6,36.0816265,140.08015475,-29.13876491002198,-50.871678940231234,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_7,36.081644749999995,140.08020570833332,-24.559385359138805,-48.84237152935103,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_8,36.081663,140.08025666666666,-19.980006871202715,-46.813064117680725,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_9,36.08168125,140.080307625,-15.400629446214069,-44.78375670601042,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_10,36.0816995,140.08035858333332,-10.82125308417321,-42.75444929513021,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_11,36.081717749999996,140.08040954166665,-6.241877785080486,-40.72514188425,0.0,0.0,0.0,0.17110599624438844,0.9852526265122136,0,0,0,0,0
C4-C102_12,36.081736,140.08046050000002,-1.6625035463821305,-38.6958344725797,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_13,36.081754249999996,140.08051145833335,2.9168696268132726,-36.66652706169948,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_14,36.0817725,140.08056241666668,7.496241737059493,-34.63721965002919,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_15,36.081790749999996,140.080613375,12.075612784356185,-32.60791223914897,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_16,36.081809,140.08066433333335,16.654982768702997,-30.578604827478667,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_17,36.08182725,140.08071529166668,21.234351690099576,-28.549297415808372,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_18,36.0818455,140.08076625,25.81371954854559,-26.519990004928157,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_19,36.08186375,140.08081720833334,30.393086344040668,-24.490682594047943,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_20,36.081882,140.08086816666668,34.97245207658448,-22.461375182377644,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C4-C102_21,36.081900250000004,140.080919125,39.55181674617666,-20.43206777070734,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_22,36.0819185,140.08097008333334,44.13118035281689,-18.402760359827127,0.0,0.0,0.0,0.17110599627072212,0.9852526265076402,0,0,0,0,0
C4-C102_23,36.08193675,140.08102104166667,48.7105428965048,-16.373452948946916,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
C102,36.081955,140.081072,53.28990437724002,-14.344145537276615,0.0,0.0,0.0,0.1711059963316033,0.9852526264970671,0,0,0,0,0
