label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C3,36.079809,140.079516,-86.54111004431446,-252.96845811686794,0.0,0.0,0.0,0.17724298978120306,0.9841671212621463,0,0,0,0,0
C3-C6_1,36.079829399999994,140.0795708,-81.61643400546582,-250.70008161367343,0.0,0.0,0.0,0.17724298975379746,0.984167121267082,0,0,0,0,0
C3-C6_2,36.0798498,140.0796256,-76.6917592417787,-248.43170510968883,0.0,0.0,0.0,0.17724298983724138,0.9841671212520542,0,0,0,0,0
C3-C6_3,36.0798702,140.0796804,-71.76708575836186,-246.1633286057043,0.0,0.0,0.0,0.17724298969775915,0.9841671212771742,0,0,0,0,0
C3-C6_4,36.0798906,140.07973520000002,-66.8424135501075,-243.89495210250976,0.0,0.0,0.0,0.17724298978120306,0.9841671212621463,0,0,0,0,0
C3-C6_5,36.079910999999996,140.07979,-61.917742622124386,-241.6265755993153,0.0,0.0,0.0,0.17724298983724138,0.9841671212520542,0,0,0,0,0
C3-C6_6,36.0799314,140.0798448,-56.9930729718588,-239.35819909533072,0.0,0.0,0.0,0.17724298975379746,0.984167121267082,0,0,0,0,0
C3-C6_7,36.0799518,140.0798996,-52.06840459675709,-237.08982259134615,0.0,0.0,0.0,0.17724298978120306,0.9841671212621463,0,0,0,0,0
C3-C6_8,36.0799722,140.0799544,-47.143737501928015,-234.82144608815165,0.0,0.0,0.0,0.17724298969775915,0.9841671212771742,0,0,0,0,0
C3-C6_9,36.0799926,140.0800092,-42.21907168226375,-232.55306958495711,0.0,0.0,0.0,0.17724298983724138,0.9841671212520542,0,0,0,0,0
C6,36.080013,140.080064,-37.294407142873055,-230.28469308097257,0.0,0.0,0.0,0.17724298983724138,0.9841671212520542,0,0,0,0,0
