label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C8,36.081235,140.080326,-13.749397471797286,-94.40449272148835,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_1,36.08119430769231,140.08035576923078,-11.074178205164447,-98.92927089033424,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_2,36.081153615384615,140.08038553846154,-8.398957553971401,-103.45404905918012,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_3,36.08111292307692,140.0804153076923,-5.723735518219159,-107.978827228026,0.0,0.0,0.0,-0.4525277424259652,0.8917503251105992,0,0,0,0,0
C8-C9_4,36.08107223076923,140.0804450769231,-3.0485120953546017,-112.50360539687186,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_5,36.08103153846154,140.08047484615386,-0.3732872904870018,-117.02838356571775,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_6,36.080990846153846,140.08050461538463,2.301938898936758,-121.55316173456363,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_7,36.08095015384615,140.0805343846154,4.977166472915667,-126.07793990340951,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_8,36.08090946153846,140.08056415384615,7.65239543144871,-130.60271807225539,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_9,36.08086876923077,140.08059392307692,10.32762577453488,-135.12749624110128,0.0,0.0,0.0,-0.4525277424259652,0.8917503251105992,0,0,0,0,0
C8-C9_10,36.080828076923076,140.0806236923077,13.002857504727293,-139.65227440994715,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_11,36.080787384615384,140.08065346153847,15.678090616916675,-144.17705257879305,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C8-C9_12,36.08074669230769,140.08068323076924,18.353325113656144,-148.70183074763892,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
C9,36.080706,140.080713,21.02856099494469,-153.2266089164848,0.0,0.0,0.0,-0.45252774262882134,0.8917503250076577,0,0,0,0,0
