label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C4,36.081517,140.079849,-56.61506453719047,-63.047523407882785,0.0,0.0,0.0,0.06078299087726348,0.998151004618046,0,0,0,0,0
C4-C7_1,36.081523777777775,140.07990444444445,-51.6325372306014,-62.29386890512891,0.0,0.0,0.0,0.06078299090807731,0.9981510046161696,0,0,0,0,0
C4-C7_2,36.08153055555555,140.07995988888888,-46.65001035608148,-61.54021440237506,0.0,0.0,0.0,0.06078299087726348,0.998151004618046,0,0,0,0,0
C4-C7_3,36.08153733333333,140.08001533333334,-41.66748390852252,-60.78655989962119,0.0,0.0,0.0,0.06078299090807731,0.9981510046161696,0,0,0,0,0
C4-C7_4,36.08154411111111,140.08007077777776,-36.68495789303283,-60.03290539686733,0.0,0.0,0.0,0.06078299094028029,0.9981510046142086,0,0,0,0,0
C4-C7_5,36.08155088888889,140.08012622222222,-31.702432304504207,-59.27925089332338,0.0,0.0,0.0,0.06078299090807731,0.9981510046161696,0,0,0,0,0
C4-C7_6,36.08155766666667,140.08018166666665,-26.71990714804494,-58.52559639056951,0.0,0.0,0.0,0.06078299087726348,0.998151004618046,0,0,0,0,0
C4-C7_7,36.081564444444446,140.0802371111111,-21.73738241854685,-57.77194188781566,0.0,0.0,0.0,0.06078299090807731,0.9981510046161696,0,0,0,0,0
C4-C7_8,36.08157122222222,140.08029255555553,-16.75485812111823,-57.01828738506178,0.0,0.0,0.0,0.06078299087726348,0.998151004618046,0,0,0,0,0
C7,36.081578,140.080348,-11.77233425065088,-56.26463288230793,0.0,0.0,0.0,0.06078299087726348,0.998151004618046,0,0,0,0,0
