label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C9,36.080706,140.080713,21.02856099494469,-153.2266089164848,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C9-C10_1,36.0806613125,140.080724375,22.050788975004348,-158.19563220100935,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_2,36.080616625,140.08073575,23.073017538601455,-163.1646554855339,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_3,36.0805719375,140.08074712500002,24.095246683181415,-168.13367877005842,0.0,0.0,0.0,-0.6137266165110419,0.7895186129445642,0,0,0,0,0
C9-C10_4,36.08052725,140.0807585,25.117476406189624,-173.10270205379288,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C9-C10_5,36.0804825625,140.080769875,26.139706710179745,-178.0717253383174,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_6,36.080437875,140.08078125,27.161937597705453,-183.04074862284196,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_7,36.0803931875,140.08079262500002,28.18416906621216,-188.00977190736648,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C9-C10_8,36.0803485,140.080804,29.206401113145237,-192.97879519189104,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C9-C10_9,36.0803038125,140.080815375,30.22863374105836,-197.9478184764156,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_10,36.080259125,140.08082675,31.250866952505213,-202.91684176094012,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_11,36.0802144375,140.080838125,32.27310074493119,-207.88586504546467,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C9-C10_12,36.080169749999996,140.0808495,33.295335115781675,-212.8548883299892,0.0,0.0,0.0,-0.6137266165110419,0.7895186129445642,0,0,0,0,0
C9-C10_13,36.0801250625,140.08086087499998,34.31757006761034,-217.82391161372365,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_14,36.080080375,140.08087225,35.339805602970884,-222.7929348982482,0.0,0.0,0.0,-0.6137266162902537,0.7895186131161922,0,0,0,0,0
C9-C10_15,36.0800356875,140.080883625,36.362041719308664,-227.76195818277273,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
C10,36.079991,140.080895,37.3842784140691,-232.73098146729728,0.0,0.0,0.0,-0.6137266165260469,0.7895186129329002,0,0,0,0,0
