label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C2,36.080563,140.079554,-83.12579747122643,-169.12748342680533,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_1,36.080515874999996,140.079551625,-83.33925354854222,-174.36754434513176,0.0,0.0,0.0,-0.7246840674650807,0.6890812741340939,0,0,0,0,0
C2-C3_2,36.080468749999994,140.07954925,-83.55270975121108,-179.6076052634582,0.0,0.0,0.0,-0.7246840676749627,0.6890812739133679,0,0,0,0,0
C2-C3_3,36.080421625,140.079546875,-83.76616608434121,-184.84766618099454,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_4,36.0803745,140.0795445,-83.97962254537835,-190.08772709932097,0.0,0.0,0.0,-0.7246840674650807,0.6890812741340939,0,0,0,0,0
C2-C3_5,36.080327374999996,140.07954212500002,-84.19307913176822,-195.3277880176474,0.0,0.0,0.0,-0.7246840676749627,0.6890812739133679,0,0,0,0,0
C2-C3_6,36.08028025,140.07953975,-84.40653584861906,-200.56784893518372,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_7,36.080233125,140.079537375,-84.61999269337655,-205.80790985351018,0.0,0.0,0.0,-0.7246840674650807,0.6890812741340939,0,0,0,0,0
C2-C3_8,36.080186,140.07953500000002,-84.83344966348649,-211.0479707718366,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_9,36.080138874999996,140.079532625,-85.04690676405703,-216.28803169016305,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_10,36.080091749999994,140.07953025,-85.26036399253394,-221.52809260848952,0.0,0.0,0.0,-0.7246840676749627,0.6890812739133679,0,0,0,0,0
C2-C3_11,36.080044625,140.079527875,-85.47382134891707,-226.76815352602583,0.0,0.0,0.0,-0.7246840674650807,0.6890812741340939,0,0,0,0,0
C2-C3_12,36.0799975,140.07952550000002,-85.68727883065222,-232.0082144443523,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C2-C3_13,36.079950374999996,140.079523125,-85.90073644284755,-237.2482753626787,0.0,0.0,0.0,-0.7246840676749627,0.6890812739133679,0,0,0,0,0
C2-C3_14,36.07990325,140.07952075,-86.11419418294878,-242.48833628021504,0.0,0.0,0.0,-0.7246840674650807,0.6890812741340939,0,0,0,0,0
C2-C3_15,36.079856125,140.07951837500002,-86.32765204840169,-247.7283971985415,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
C3,36.079809,140.079516,-86.54111004431446,-252.96845811686794,0.0,0.0,0.0,-0.7246840676723513,0.6890812739161144,0,0,0,0,0
