label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,node,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
0,36.0830041,140.0763757,-0.022003402931357,-0.010129501566913,0.003185739180312,0,0,8.94727331837398E-05,0.999999502825522,2,2,0,0,1,-1,0,0,-0.022003402931357,-0.010129501566913,0.024223058076009,0.024223058076009
1,36.082982,140.0764088,3.17803013767223,-2.48165861845672,-0.067064473049306,0,0,-0.319391720885541,0.947602815827809,2,2,0,0,1,-1,2.97782410394131,-2.46016074601504,3.17803013767223,-2.48165861845672,0.581361285373634,0.201356932986635
2,36.082961,140.076448,6.73177208167145,-4.56160379029697,-0.202762128142383,0,0,-0.05302332109205,0.998577823265089,2,2,0,0,1,-1,6.50443150268858,-4.79787005309942,6.73177208167145,-4.56160379029697,1.24413882685555,0.327880291861073
3,36.0829566,140.0764934,10.7021014922337,-5.04827074084301,-0.315005885746023,0,0,-0.094788375560506,0.995471850974692,2,2,0,0,1,-1,10.5888186431527,-5.28767581277693,10.7021014922337,-5.04827074084301,1.60687112650765,0.264854285152412
4,36.0829514,140.0765385,14.6965419428989,-5.5991053916193,-0.399033675000634,0,0,-0.043570933033782,0.999040576865961,2,2,0,0,1,-1,14.6462164403272,-5.86653716454783,14.6965419428989,-5.5991053916193,2.05453117383049,0.272125723482364
5,36.0829502,140.0765845,18.7383684254444,-5.78154238110128,-0.500349122687854,0,0,-0.035297951460832,0.999322406000758,2,2,0,0,1,-1,18.7845822648137,-6.00012055347888,18.7383684254444,-5.78154238110128,2.42768276546286,0.223410242355155
6,36.0829458,140.0766304,22.8692338538426,-6.24673610336645,-0.611888777718152,0,0,0.044679448778246,0.998992273774443,2,2,0,0,1,-1,22.9139516423894,-6.4899263131564,22.8692338538426,-6.24673610336645,2.91949338263927,0.247267383110259
7,36.0829415,140.0766762,26.8543256967164,-6.6939955555133,-0.716039939405068,0,0,-0.009509436727248,0.999953227715962,2,2,0,0,1,-1,27.0343245704972,-6.96860012362449,26.8543256967164,-6.6939955555133,3.38361804488598,0.328340164143628
8,36.0829399,140.0767235,30.9821364449148,-6.902391294148,-0.807349049812632,0,0,0.020414056329873,0.999786992908348,2,2,0,0,1,-1,31.2896442124964,-7.14671130860224,30.9821364449148,-6.902391294148,3.80776364269312,0.392750934545028
9,36.082936,140.0767686,34.9867601657158,-7.2836718122264,-0.900076487931166,0,0,0.008191477918742,0.999961113831645,2,2,0,0,1,-1,35.3470420096709,-7.58085732302364,34.9867601657158,-7.2836718122264,4.31337372825027,0.46703558206147
10,36.0829352,140.0768149,39.0015834585008,-7.3746631329207,-0.987089530584909,0,0,-0.095134156156676,0.995411294544225,2,2,0,0,1,-1,39.5123971774471,-7.66991291511703,39.0015834585008,-7.3746631329207,4.76065986688971,0.590002618088101
11,36.0829293,140.0768603,43.0520729241532,-7.92017155402408,-1.08128898949983,0,0,0.039989058255633,0.999193097084337,2,2,0,0,1,-1,43.5967843179113,-8.32669791135384,43.0520729241532,-7.92017155402408,5.33417672980835,0.679686826188157
12,36.082927,140.076906,47.1250153999345,-8.13775594897039,-1.17220111318676,0,0,0.031741056615715,0.999496022357704,2,2,0,0,1,-1,47.7081607991082,-8.58273274000653,47.1250153999345,-8.13775594897039,5.83491114503599,0.733527709863913
13,36.082925,140.0769505,51.1916779886813,-8.24493890766216,-1.26074546997323,0,0,0.034104491074678,0.999415659459178,2,2,0,0,1,-1,51.7115799122602,-8.80537172182194,51.1916779886813,-8.24493890766216,6.41210455812561,0.764449441969909
14,36.0829301,140.0769661,52.62339444311,-7.47555693027458,-1.29859518016714,0,0,0.538560894529258,0.842539888236676,2,2,0,0,1,-1,53.1150257147418,-8.23764231846948,52.62339444311,-7.47555693027458,6.77042786251966,0.906904320282185
15,36.0829668,140.076981,53.7590073727487,-3.53915669103081,-1.33761280203917,0,0,0.632970229814085,0.77413149028463,2,2,0,0,1,-1,54.4554963837331,-4.15221700607202,53.7590073727487,-3.53915669103081,6.75520935925754,0.927868467133323
16,36.083003,140.0769802,53.6587804322746,0.593883012865328,-1.34908869114953,0,0,0.725367259093863,0.688311355954636,2,2,0,0,1,-1,54.3835248033319,-0.122451439721635,53.6587804322746,0.593883012865328,6.88458802869434,1.01901396032744
17,36.0830404,140.0769809,53.6626527035646,4.71246338389714,-1.36468787976475,0,0,0.796382393148069,0.604592533832122,2,2,0,0,1,-1,54.4464999368222,4.04089751635077,53.6626527035646,4.71246338389714,6.9218828742622,1.03219048607264
18,36.0830754,140.076974,52.9743687225281,8.70529320132726,-1.37298039508079,0,0,0.728263351297506,0.685013388106194,2,2,0,0,1,-1,53.8257450641719,7.9370796937701,52.9743687225281,8.70529320132726,7.0567619939488,1.14673173336407
19,36.0831117,140.0769722,52.631114020695,12.7246979430195,-1.39315005284008,0,0,0.706400508883452,0.707448886748618,2,2,0,0,1,-1,53.6638090095477,11.9779772093299,52.631114020695,12.7246979430195,7.19816897137671,1.27438251483745
20,36.0831489,140.0769741,52.8416600925051,16.7984797851954,-1.42177505084049,0,0,0.733033835708616,0.679536002379822,2,2,0,0,1,-1,53.8347415110829,16.1190622669835,52.8416600925051,16.7984797851954,7.31126147018473,1.2032534512635
21,36.0831833,140.0769569,51.3183877643515,20.5540762088774,-1.36858295481562,0,0,0.843435912970505,0.536080817926069,2,2,0,0,1,-1,52.2873525503559,19.9484527507283,51.3183877643515,20.5540762088774,7.25722944013731,1.14266028616429
22,36.0832202,140.0769486,50.8803453786927,24.5372614584684,-1.42686124902972,0,0,0.695894546847799,0.717922970147834,2,2,0,0,1,-1,51.5406474107251,24.0561419607536,50.8803453786927,24.5372614584684,7.15742891665537,0.816991275710746
23,36.0832573,140.0769547,51.5190469945537,28.5386195807211,-1.60856660307822,0,0,0.677290381053074,0.735075974155762,2,2,0,0,1,-1,52.089430705531,28.1860950691977,51.5190469945537,28.5386195807211,7.2897304602948,0.670530468340582
24,36.083295,140.0769595,51.7503454949383,32.5382754047645,-1.75301358230513,0,0,0.782520448689556,0.621399775188312,2,2,0,0,1,-1,52.5212601828243,32.3828398721074,51.7503454949383,32.5382754047645,7.52747237578361,0.786428420652998
25,36.0833348,140.0769617,51.9765443218821,36.5829563301779,-1.90563266393197,0,0,0.707508907114966,0.706371539133075,2,2,0,0,1,-1,52.7191820276491,36.813355605251,51.9765443218821,36.5829563301779,7.52615433126185,0.777556806915822
