label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
C3,35.6496953,139.502871,31.1818999962166,1.44338692409337,-1.95023355356475,0,0,-0.719040228486512,0.693884389165559,1.5,1.5,0,0,1
C3-C1_1,35.6496953,139.5028713,31.1717474867599,1.42088524706217,-1.94229416844985,0,0,-0.970284991807906,0.236873758500799,1.5,1.5,0,0,1
C3-C1_2,35.6496952,139.5028699,30.9436892461354,1.32138493254159,-1.92851185525713,0,0,-0.999104307665581,-0.00029286944964,1.5,1.5,0,0,1
C3-C1_3,35.6496955,139.5028684,30.7131723606901,1.39499758211597,-1.88292053410322,0,0,-0.998845002308373,0.001449342213751,1.5,1.5,0,0,1
C3-C1_4,35.6496987,139.5028411,28.248504868519,1.25510693000891,-1.75626213174248,0,0,-0.999087531313789,-0.005259104850512,1.5,1.5,0,0,1
C3-C1_5,35.6497016,139.5028229,26.6628377763534,1.26533869158981,-1.66344104465958,0,0,-0.999235067001734,0.00078116007175,1.5,1.5,0,0,1
C3-C1_6,35.6497021,139.5028182,26.1912430155576,1.27612793764616,-1.60749439161296,0,0,-0.999026290130587,-0.002745299264699,1.5,1.5,0,0,1
C3-C1_7,35.6497045,139.5028042,24.7737006534036,1.20976356723127,-1.55580509089912,0,0,-0.998690067102587,0.023785394746982,1.5,1.5,0,0,1
C3-C1_8,35.6497042,139.5027961,23.9455402870152,1.11491297783263,-1.5602308354163,0,0,-0.998555933595458,-0.026305923585544,1.5,1.5,0,0,1
C3-C1_9,35.6497082,139.5027653,21.2251545515225,0.991683010681188,-1.30957607495707,0,0,-0.999035583361106,0.009681725178086,1.5,1.5,0,0,1
C3-C1_10,35.6497097,139.5027498,19.9074260339894,0.995234051832847,-1.20719607168172,0,0,-0.999022108010246,-0.009285934705699,1.5,1.5,0,0,1
C3-C1_11,35.6497118,139.5027401,18.9312466057074,0.916151645744364,-1.19327878660585,0,0,-0.999077723481691,0.001383480433019,1.5,1.5,0,0,1
C3-C1_12,35.649715,139.5027071,15.8036224464003,0.756014126903098,-0.962191218571176,0,0,-0.998767936504417,-0.003478013193682,1.5,1.5,0,0,1
C1,35.6497201,139.5026795,13.4074436247019,0.810361971993246,-0.814611820804397,0,0,-0.998730558483667,-0.023694580381113,1.5,1.5,0,0,1
