num,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
0,3.222102242735551,-2.4415842806463326,-0.0670181079290404,0,0,-0.34881416626463635,0.9371736918307465,0,0,0,0,1
1,6.971083055799248,-4.134280420283565,-0.18529987279271767,0,0,-0.035644363224171055,0.9993579293836161,0,0,0,0,1
2,10.91108037893522,-4.936288230165944,-0.2525409158161377,0,0,-0.04209489792866096,0.9991076922308494,0,0,0,0,1
3,11.091491014120612,-4.641243408717214,-0.27050665142768787,0,0,0.5105532622214318,0.8596910718774858,0,0,0,0,1
4,11.875519239503506,-3.027959791401547,-0.252192836408528,0,0,-0.009561314771879312,0.9999266707994181,0,0,0,0,1
5,14.573457616336695,-5.986827148810048,-0.3270232325235456,0,0,-0.36028171879662985,0.9327720091543007,0,0,1,0,1
6,18.666428304687265,-6.339573090148725,-0.3924763828879958,0,0,0.08577891435601885,0.9963124309965515,0,0,0,0,1
7,22.65834829566311,-6.040306092000975,-0.4603539790083828,0,0,0.1313473153792593,0.9913311664431771,0,0,0,0,1
8,26.593213997609855,-5.305119092678019,-0.531141159424052,0,0,0.06367381321351298,0.997931958327614,0,0,0,0,1
9,30.61380225783137,-4.611745665306594,-0.6096924352423128,0,0,0.0805318118775806,0.9967492667843303,0,0,0,0,1
10,34.67511230114648,-4.830116721563521,-0.6769610985495167,0,0,0.0030463776810616375,0.9999758864756949,0,0,1,0,1
11,38.69234855031464,-4.826267739890235,-0.7526767183883916,0,0,0.013319436544578936,0.9998880000280475,0,0,0,0,1
12,42.7472522547012,-4.945808030593736,-0.8027872496572716,0,0,0.1697271668325951,0.9853824660288113,0,0,0,0,1
13,46.837884575748916,-4.509797020766704,-0.847228584810599,0,0,0.03135387218103877,0.9994660014130865,0,0,0,0,1
14,50.928066454813326,-4.6246962901698225,-0.9085727169503165,0,0,0.026501065811461662,0.9996042628541835,0,0,0,0,1
15,53.186688901123986,-2.360660123776622,-0.9358557111868988,0,0,0.536849222005334,0.8435148662021653,0,0,0,0,1
16,53.848909081181745,1.6217426059688806,-0.9285048042988027,0,0,0.6785739910455754,0.7343508152644131,0,0,0,0,1
17,53.4400274997956,5.7017013116437205,-0.89564512048765,0,0,0.7372464266656852,0.6754993611791398,0,0,0,0,1
18,52.853199693278015,9.718574328976946,-0.8883907852724483,0,0,0.8286636768155512,0.5595895596764838,0,0,0,0,1
19,52.22211738291434,13.762096525332895,-0.8639019815330113,0,0,0.7693720612514591,0.6385203721196856,0,0,0,0,1
20,51.39029997957766,17.786089133846566,-0.8426068220030551,0,0,0.6247901624211422,0.7806390265694869,0,0,0,0,1
21,51.10040819479318,21.790897060705138,-0.8450473393524454,0,0,0.717258733707027,0.6962318428755492,0,0,0,0,1
22,51.01467191164345,25.792268893694835,-0.8479553889941668,0,0,0.7186370863674911,0.6941330676733469,0,0,0,0,1
23,49.59439174531998,29.666136657315835,-0.8901057441348003,0,0,0.6280738388141524,0.7780603631996404,0,0,0,0,1
24,49.57492090641814,33.68651790021792,-1.0291650728584225,0,0,0.7382255051156228,0.6738494092889397,0,0,0,0,1
25,49.2539166645546,37.76956557626402,-1.1375599265084642,0,0,0.6676183290654569,0.744352741575539,0,0,0,0,1
26,49.69818124672608,41.84373820843609,-1.3182574282737884,0,0,0.6611755688749448,0.7500504986823459,0,0,0,0,1
27,49.708869062254784,45.93452836271185,-1.4987039541570757,0,0,0.6777066992966455,0.7351232363605942,0,0,0,0,1
28,49.31644036292007,50.05536689409591,-1.6646177687166213,0,0,0.6995282336592741,0.7143926215358836,0,0,0,0,1
29,49.74461772524351,54.20363491664375,-1.881175540631811,0,0,0.66141953702732,0.7497333904552145,0,0,0,0,1
30,49.8929331200803,58.20117127350886,-2.09398088778709,0,0,0.6974855074252369,0.7160865869417861,0,0,0,0,1
31,49.67516104850676,62.21756080663031,-2.3155080469680884,0,0,0.7261171081474765,0.6871221924207612,0,0,0,0,1
32,49.48040357510169,66.23920006792179,-2.471666388178608,0,0,0.7110405795168416,0.7026271328153602,0,0,0,0,1
33,49.57097239580737,70.28382144481444,-2.6736809134253527,0,0,0.6674612563252011,0.74432160258788,0,0,0,0,1
34,49.586413083393985,74.28406406578596,-2.8635750018864723,0,0,0.6910119951667427,0.7225831906144495,0,0,0,0,1
35,49.67078523767504,78.33746928479464,-3.049684408198594,0,0,0.6585708460600541,0.7522423071509163,0,0,0,0,1
36,49.89286535916689,82.337309424254,-3.2592884449937793,0,0,0.7130892496576707,0.7007476328765827,0,0,0,0,1
37,49.96963640392616,86.34183607508426,-3.4423930835832044,0,0,0.672936887234011,0.7394242909885168,0,0,0,0,1
38,49.77098699213283,90.37030921404272,-3.6295367275609802,0,0,0.7931266784256391,0.6085869983958869,0,0,0,0,1
39,46.671025801386776,92.93208537695077,-3.7326093291046214,0,0,0.9861017460885242,0.1639603368299335,0,0,0,0,1
40,42.58241696924265,93.52462418876003,-3.6969746285449667,0,0,0.9995103797610752,-0.0017687147384457637,0,0,0,0,1
41,41.49622595473222,93.45912139690296,-3.7037233567972923,0,0,0.999541468645877,-0.0002729374036196061,0,0,0,0,1
42,40.29531696931905,93.44239394235662,-3.669989612666788,0,0,0.9995446417724437,-0.001760285948334619,0,0,0,0,1
43,36.28481973470762,93.2184416918858,-3.621447867421581,0,0,0.9994621173789869,-0.016177197261058936,0,0,0,0,1
44,36.09263601679593,93.2012293036057,-3.6125019586466935,0,0,0.9996343380267375,-0.00017804631352195152,0,0,0,0,1
45,35.32063300002876,93.23948969758233,-3.614674547334098,0,0,0.9993927193721754,-0.002450814212985388,0,0,0,0,1
46,32.2583432921352,90.5785333975337,-3.4062267339013874,0,0,0.9338804638671577,-0.3534251706586547,0,0,0,0,1
47,31.440824286789418,90.16583471272347,-3.3562423778101436,0,0,0.9989509739807106,0.0009652413155801653,0,0,0,0,1
48,28.86393334604352,90.47966492222126,-3.3557859028007595,0,0,0.9988776309856616,-0.004794310561097194,0,0,0,0,1
49,28.482059610240093,90.5591622106429,-3.389922710851118,0,0,0.9992681906725794,0.001945094883924569,0,0,0,0,1
50,26.687099691234796,90.48657767730137,-3.351783373575672,0,0,0.9992162285458421,-0.001566708812786804,0,0,0,0,1
51,26.30132301969591,90.44212359362781,-3.3507911276109157,0,0,0.9991967005164567,0.009363998859675888,0,0,0,0,1
52,23.404254194207393,90.57688958689506,-3.325103844056556,0,0,0.998963976606406,-0.008078047536129278,0,0,0,0,1
53,23.167020682225566,90.57736104559156,-3.3194703295934005,0,0,0.9989927313437901,0.0002403587806331882,0,0,0,0,1
54,20.62549432225729,90.61085658788392,-3.2722364108757054,0,0,0.99927660419928,-0.002477616981433622,0,0,0,0,1
55,20.524920926753044,90.59371768092035,-3.272011739399723,0,0,0.9989937427606954,0.003599551803408735,0,0,0,0,1
56,19.809599218041235,90.58217183220422,-3.264422378932872,0,0,0.9991484606928398,-0.002709403939578914,0,0,0,0,1
57,19.396631922446684,90.59282901812388,-3.2706287071506313,0,0,0.998892912006389,-0.0003893535219115558,0,0,0,0,1
58,15.336968587999625,90.82792321007976,-3.2027268678084586,0,0,0.9982381199027592,0.04579586061052528,0,0,0,0,1
59,14.415943995002046,90.97456313159849,-3.265687378069314,0,0,0.9992135158299171,-0.003997457629249952,0,0,0,0,1
60,13.853022235480807,90.88345019899063,-3.187626037044259,0,0,0.9991859390999667,0.0011288639260026473,0,0,0,0,1
61,13.652701611002295,90.86360511623496,-3.2038021008142916,0,0,0.9990362392581088,-0.0011442242794825223,0,0,0,0,1
62,12.151738150135186,90.77458810266921,-3.1926739993182682,0,0,0.9991655466344421,0.01065504073265126,0,0,0,0,1
63,8.872015243036158,90.92297156434256,-3.165272796618624,0,0,0.9988784095262054,-0.0013103761953226411,0,0,0,0,1
64,7.689950256969743,90.81202006021589,-3.151019050782274,0,0,0.9990102923490757,0.00243505418455743,0,0,0,0,1
65,6.981167182201647,90.84271089379224,-3.137875171225643,0,0,0.9992342798331598,-0.0041928783891630505,0,0,0,0,1
66,6.594016190228962,90.74227912007547,-3.1283843386807852,0,0,0.9993129061210834,0.004042058096863885,0,0,0,0,1
67,2.5256952742151357,90.860009279951,-3.086721711169805,0,0,0.9969275273247055,0.06721091010738879,0,0,0,0,1
68,-1.478924508778634,91.24024728202038,-3.047902518124782,0,0,0.9982475291995841,0.04622877956869798,0,0,0,0,1
69,-4.977609033584161,91.35156378458397,-3.0503762301569255,0,0,0.9991933702782677,-0.004291056202371689,0,0,0,0,1
70,-6.009991702979396,91.31385224447824,-3.065027300488651,0,0,0.9991896019460739,0.005216884591401806,0,0,0,0,1
71,-6.675296645405051,91.27380608006783,-3.0536200722467393,0,0,0.9992115836706033,-0.0016626049858493928,0,0,0,0,1
72,-7.563743447871807,91.2547968994033,-3.056702965051966,0,0,0.9993272864249814,0.001779671678506862,0,0,0,0,1
73,-7.936465354625933,91.2322503500247,-3.0749731172603063,0,0,0.9991708420494233,-0.0013964290396733404,0,0,0,0,1
74,-8.206615576168273,91.22977451962424,-3.091836696689369,0,0,0.999180930520778,0.016904354481592047,0,0,0,0,1
75,-12.199911029232673,91.55188131525377,-3.0447199985209723,0,0,0.9979842519410462,0.05112039096718461,0,0,0,0,1
76,-14.706279091835455,91.65699255736905,-3.0483625404913455,0,0,0.9991076558468529,-0.014117817812319373,0,0,0,0,1
77,-16.161605282485,91.5242527514149,-3.016996717275057,0,0,0.9991407582070624,0.01512767886411039,0,0,0,0,1
78,-20.265960379690352,91.62971362426909,-3.063014380739122,0,0,0.9991955563842999,0.018726491885501975,0,0,0,0,1
79,-23.077535719571248,91.62248729215,-3.0654006547975974,0,0,0.9993058159580613,-0.0020793027973182708,0,0,0,0,1
80,-23.339862323683313,91.61346613825407,-3.068798864823886,0,0,0.9994106046410767,-6.0659770915672245e-05,0,0,0,0,1
81,-23.371151846681162,91.61354332769811,-3.067414468379042,0,0,0.9993851797390297,-0.0005071999091058627,0,0,0,0,1
82,-23.493741889634865,91.61614274153432,-3.0693166911495835,0,0,0.9993887783106841,0.00514443404929455,0,0,0,0,1
83,-24.16844105794603,91.6121826739549,-3.042974392788506,0,0,0.9991875024170245,-0.006036776730860591,0,0,0,0,1
84,-24.74237402801714,91.61073369393064,-3.0468479417782013,0,0,0.9991534811746462,0.006416145636543414,0,0,0,0,1
85,-28.2250996229607,91.8879035119184,-3.0516933539312006,0,0,0.9992744265111272,-0.0006745723619156182,0,0,0,0,1
86,-28.46778810520732,91.8862954024335,-3.045261588541341,0,0,0.9992238807581064,0.0006563847021979417,0,0,0,0,1
87,-29.676465995652382,91.89992908381377,-3.0422571581522155,0,0,0.999119422057954,-0.0008314962584637413,0,0,0,0,1
88,-29.957571001915984,91.89471952196078,-3.050885770563412,0,0,0.9992449408161782,0.002041807958818438,0,0,0,0,1
89,-31.051409018933512,91.89664743401151,-3.0124095941677576,0,0,0.9986870400453416,-0.004336241970715046,0,0,0,0,1
90,-32.052798338586015,91.92927191837677,-2.950812503142668,0,0,0.9990882628124107,0.014417115142679696,0,0,0,0,1
91,-32.34540084964222,91.91187721334221,-3.010442268006867,0,0,0.9989952340302809,-0.0016681721473737494,0,0,0,0,1
92,-34.1738748770225,91.33983715149898,-3.0158176130073127,0,0,0.9987978532398909,0.003286645545997278,0,0,0,0,1
93,-38.13548358925231,92.3659131663078,-3.0634078486992684,0,0,0.9409668451493635,0.3362630959996171,0,0,0,0,1
94,-41.31689400620203,94.85439069751764,-3.268890007390174,0,0,0.9477528512714622,0.3179007280089241,0,0,0,0,1
95,-45.31448380631859,95.82005827842454,-3.3060888803780677,0,0,0.9959666520152857,0.08204078419707536,0,0,0,0,1
96,-49.41592484674892,96.08501059176587,-3.3699802403324934,0,0,0.9992799266598067,0.006591687264131143,0,0,0,0,1
97,-49.656331502831016,96.09743606601273,-3.3597545128456057,0,0,0.9989448408575378,-0.014438981193223774,0,0,0,0,1
98,-52.222642280125775,95.24751831540468,-3.319357702402913,0,0,0.9994624646861233,0.009113794192169185,0,0,0,0,1
99,-53.31153511965038,95.32247635025863,-3.3484797917757576,0,0,0.9995879334329634,-0.00961611312695968,0,0,0,0,1
100,-54.66050134960343,94.48404560874343,-3.2589216119857234,0,0,0.8584206834952576,-0.5111137889021888,0,0,0,0,1
101,-55.584938101367044,90.5236658965344,-3.0618359385637737,0,0,0.7908503763640392,-0.6109171521767497,0,0,0,0,1
102,-55.78582740615134,86.47490078558803,-2.8179273613954487,0,0,0.710260740997147,-0.7028924188118949,0,0,0,0,1
103,-55.630564127652306,82.29102878627944,-2.6020445849242084,0,0,0.6856755213108664,-0.7269336127093267,0,0,0,0,1
104,-55.54654233735603,78.22420576907044,-2.3969327637028175,0,0,0.7413716748354908,-0.670085340795422,0,0,0,0,1
105,-55.66488373867238,74.16704104141472,-2.1618831555228755,0,0,0.6728834755945942,-0.7387167550353297,0,0,0,0,1
106,-55.407506151402934,70.16885369876651,-1.9484311974541566,0,0,0.6849972350059936,-0.7274219077755125,0,0,0,0,1
107,-55.58249807687938,66.15059774808884,-1.7450475908402054,0,0,0.6778110243188822,-0.7344205626808736,0,0,0,0,1
108,-55.70121732064641,62.11096986166977,-1.5235278279276503,0,0,0.7014643373154924,-0.7116715106040348,0,0,0,0,1
109,-55.45709924682115,58.02219322723763,-1.3367691390963148,0,0,0.6792604991725728,-0.73302790689423,0,0,0,0,1
110,-55.61954824574902,53.9297206896808,-1.1118359896826726,0,0,0.6899817419115101,-0.7229317772861692,0,0,0,0,1
