num,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum
111,-56.048324162286214,49.92289010512867,-0.8654764254478958,0,0,0.7658403922426701,-0.6418386264839361,0,0,0,0,1
112,-56.16335882329131,45.90595016671144,-0.6658460107000863,0,0,0.7082554349142893,-0.705077389874658,0,0,0,0,1
113,-56.063039024460785,41.89881436385335,-0.5046967462143855,0,0,0.6968036055964838,-0.7164029254568001,0,0,0,0,1
114,-55.983463810025974,37.71396647405514,-0.30768974247059183,0,0,0.7209799183841569,-0.6922156855384365,0,0,0,0,1
115,-56.051748944889496,33.66466624153756,-0.19466769489468438,0,0,0.7573201004269244,-0.6526424789423733,0,0,0,0,1
116,-56.34379587880296,29.65014814341996,-0.11334317448574407,0,0,0.7369510856707908,-0.6755215055788498,0,0,0,0,1
117,-56.437791924958454,25.55945466365019,-0.006609038068489004,0,0,0.6838968131846603,-0.7292255497508795,0,0,0,0,1
118,-55.008935014889694,23.646349471650815,-0.008550569222982075,0,0,0.21393589453740827,-0.9767836075322006,0,0,0,0,1
119,-51.01938888202658,22.72864067328411,0.09317490140483428,0,0,0.08723040974159438,-0.9957537906980144,0,0,0,0,1
120,-47.1604695058605,23.941752737900654,0.15802175754659203,0,0,-0.1614650450177719,-0.9850025994429313,0,0,0,0,1
121,-43.08676122810281,24.490387460822266,0.30777687280949684,0,0,0.043088697550312215,-0.9989948078772986,0,0,0,0,1
122,-38.99073802113377,24.412202164202878,0.33203454978975977,0,0,-0.029884364765604986,-0.999515165404893,0,0,0,0,1
123,-34.97420328541764,23.93819894205345,0.36621313022511537,0,0,0.25752352976113274,-0.9662571311012558,0,0,0,0,1
124,-31.717807372254466,21.462921783804475,0.34085878504275585,0,0,0.33095991265359076,-0.9435931923854399,0,0,0,0,1
125,-28.04185369046443,19.741981308083403,0.32571983994826564,0,0,0.16009538996122852,-0.987092280229804,0,0,0,0,1
126,-24.401731175033984,18.029841971257948,0.2804428411428633,0,0,0.33208926306149494,-0.9432272928797455,0,0,0,0,1
127,-20.79248921444535,16.174460324501908,0.31089819494294435,0,0,0.054911488056967286,-0.9984841838078429,0,0,0,0,1
128,-16.735738871783166,16.12668880490508,0.23300892102423043,0,0,0.055117941434149526,-0.9984638051900567,0,0,0,0,1
129,-12.659407311949266,16.06959303235678,0.18531643538732448,0,0,0.13404679538165312,-0.9909602223509463,0,0,0,0,1
130,-8.591378756037951,15.794781791571594,0.12732472221415675,0,0,0.030875467030054986,-0.9995219981431275,0,0,0,0,1
131,-7.40811860098673,15.170831804524468,0.12725121363379124,0,0,0.5309167587634549,-0.8473834772136188,0,0,0,0,1
132,-5.2926092424489894,11.713308883982409,0.10347040377040885,0,0,0.4287447361426185,-0.9033521809536587,0,0,0,0,1
133,-1.814118095114082,9.73771148107307,0.01884160994945729,0,0,0.1011276238141113,-0.9948647848711442,0,0,0,0,1
134,2.221997890033373,9.758410123608549,-0.02912317503571411,0,0,0.06106521722282045,-0.9980653850384483,0,0,0,0,1
135,6.275721687982692,9.648566607481817,-0.12110035047921591,0,0,0.10382185604115156,-0.9945504803242963,0,0,0,0,1
136,10.355041802494226,9.816274860487558,-0.12984867184322996,0,0,-0.07951866916050722,-0.9968266244982067,0,0,0,0,1
137,14.263823456862703,10.671521762706712,-0.3402802127639533,0,0,0.0796198445152886,-0.9967992961168681,0,0,0,0,1
138,18.370992863873507,10.330892561336476,-0.4007276307367441,0,0,-0.17349372033536653,-0.9848148945015737,0,0,0,0,1
139,22.338365126616573,10.977399725756891,-0.43299693806557205,0,0,-0.4125162966062992,-0.9108502146860675,0,0,0,0,1
140,23.951971805290714,14.680896792622033,-0.4330587311004629,0,0,-0.4977808487615699,-0.8671148913242589,0,0,0,0,1
141,27.33758959910301,16.709713006689007,-0.5113346852373339,0,0,0.019646737269543763,-0.9996398900041038,0,0,0,0,1
142,31.342964323656005,16.66090898448261,-0.568598769784448,0,0,0.0300169106835145,-0.99953718436638,0,0,0,0,1
143,35.376159367473946,16.240483088209654,-0.6617895566531508,0,0,0.03877757498705372,-0.9992445714728163,0,0,0,0,1
144,39.420165692625254,16.165423999495694,-0.6738361292068111,0,0,-0.027111301645850655,-0.9994676617918703,0,0,0,0,1
145,43.44577001579207,16.03206282166704,-0.7079957182380352,0,0,0.024591373626228222,-0.9996786852372987,0,0,0,0,1
146,47.490937780156315,15.992543648387892,-0.788806384580334,0,0,0.005909337509303861,-0.9999776149122215,0,0,0,0,1
147,50.68757037453173,17.43543913164093,-0.8472405704561173,0,0,-0.4951872326176606,-0.8687259210235897,0,0,0,0,1
148,52.350200108627206,21.166234687902623,-0.8927389418181008,0,0,-0.5407765464994339,-0.8409399986396657,0,0,0,0,1
149,54.54295574177903,24.557284196982618,-1.0396457415006848,0,0,-0.08603998416865725,-0.9962811433560183,0,0,0,0,1
150,58.63404209230669,24.479599216086335,-1.234389409760197,0,0,0.11569195458327759,-0.9930878202209207,0,0,0,0,1
151,62.68506094476711,24.17477224034475,-1.4151704301897068,0,0,-0.004529116727346193,-0.9998772414429926,0,0,0,0,1
152,66.8604113446753,24.102835883229073,-1.6402868676229851,0,0,-0.05882467568736169,-0.9981641000945403,0,0,0,0,1
153,70.8766334034525,24.07727590219384,-1.7728041912187562,0,0,0.06214363258865563,-0.9979060587458933,0,0,0,0,1
154,74.955547069114,23.759297569196814,-1.9667389482925064,0,0,0.04725732959363622,-0.998546352593339,0,0,0,0,1
155,78.95847435665996,23.63646236552506,-2.1253364266927655,0,0,0.07942260852575528,-0.9965721667639249,0,0,0,0,1
156,82.97252114083147,23.568126142354174,-2.3160565456815254,0,0,-0.04578264719005301,-0.9988618433124598,0,0,0,0,1
157,86.96737723869012,24.206472659619518,-2.43148740944269,0,0,-0.10868256242210637,-0.9939424206824029,0,0,0,0,1
158,90.73502947107362,25.850745734750763,-2.598271526437524,0,0,-0.3903505501509637,-0.9206080306349868,0,0,0,0,1
159,94.14641704305204,28.007732536414835,-2.744539088296719,0,0,-0.1321778524200334,-0.9910694508753515,0,0,0,0,1
160,97.81087783924352,29.724914845013934,-2.9781712502318896,0,0,-0.3087207716730778,-0.9509156041102553,0,0,0,0,1
161,101.4851853608806,31.458786841378902,-3.175047915959272,0,0,-0.1309358385501252,-0.991185727178106,0,0,0,0,1
162,105.52042859037618,32.00674242901781,-3.350775489761526,0,0,0.0271555125450154,-0.9993186325449525,0,0,0,0,1
163,109.52708207891484,32.16027481516618,-3.532720280430933,0,0,-0.04023115319813352,-0.9987728516614705,0,0,0,0,1
164,113.55799950473224,32.88305504832016,-3.7070295821325456,0,0,0.03148123186530099,-0.9990104865079903,0,0,0,0,1
165,117.57316835784486,32.78220210060983,-3.8131861141487704,0,0,0.007149598661945802,-0.9996632992717682,0,0,0,0,1
166,121.64222851858412,32.80710122720602,-3.9011866425040944,0,0,-0.03331479950510089,-0.9992308472889554,0,0,0,0,1
167,125.6505188179031,32.866626549352354,-3.9888913679230407,0,0,0.05615109971174467,-0.9980092562344864,0,0,0,0,1
168,129.65028050570456,32.71832759572912,-4.062050349892844,0,0,0.013638412216223462,-0.9996329476143392,0,0,0,0,1
169,133.72656408184258,32.90897425546941,-4.14384703100707,0,0,-0.024077096276275894,-0.9994283851867991,0,0,0,0,1
170,137.73903406136643,32.52130469643435,-4.1649917137239605,0,0,0.10035593911946425,-0.9947198090013586,0,0,0,0,1
171,141.5495561042126,31.26127009423416,-4.208168479067117,0,0,0.008732795798835296,-0.9996586686307913,0,0,0,0,1
172,145.6231380274969,31.561101594559673,-4.287235258099683,0,0,-0.12916361548480598,-0.9912757413820946,0,0,0,0,1
173,149.68059271610258,31.560989150689544,-4.306535549023104,0,0,-0.06959624936738489,-0.9972896186589333,0,0,0,0,1
174,153.79579102022961,31.20301680690278,-4.38105474694056,0,0,-0.062943999162536,-0.9977355961216426,0,0,0,0,1
175,157.83383186350542,31.759314713012827,-4.494345463020826,0,0,-0.07359354139262388,-0.9969135706601676,0,0,0,0,1
176,161.85010075093274,32.33623300500555,-4.5773503804563935,0,0,0.06710458606112335,-0.9971847300136303,0,0,0,0,1
177,165.79329397316292,31.64602002803268,-4.596561472411719,0,0,0.11750783703052536,-0.9926572617552776,0,0,0,0,1
178,169.8075448313515,31.426419103599727,-4.675684853701277,0,0,0.08239682859814113,-0.9960450514942617,0,0,0,0,1
179,173.89170438761684,31.19158223277083,-4.7285938684119975,0,0,0.07593808167788932,-0.9965192556161694,0,0,0,0,1
180,177.9465007427053,31.347350586160015,-4.841688344681901,0,0,-0.0052302866980985,-0.9995705484169555,0,0,0,0,1
181,182.031786315478,31.665632009762852,-4.894882311234019,0,0,-0.00908232744080132,-0.9996998363905505,0,0,0,0,1
182,186.08601566850987,32.121546201318054,-4.969277582763641,0,0,-0.12123118770425484,-0.9923129755675937,0,0,0,0,1
183,190.16329519555526,32.53996142221485,-5.084466512689503,0,0,-0.05237319893478824,-0.9982721861158029,0,0,0,0,1
184,194.18534576675734,32.77377100883228,-5.170765790004078,0,0,-0.001593978161418337,-0.999625500379131,0,0,0,0,1
185,198.19480873257316,33.03188343328892,-5.253741487796717,0,0,-0.02161697734214264,-0.9994455010440355,0,0,0,0,1
186,202.27666540318762,33.112783762409755,-5.322599938020327,0,0,0.006812485914409555,-0.9991928417735986,0,0,0,0,1
187,206.35132735264943,33.37403920879214,-5.421693681281353,0,0,-0.036020514319358723,-0.9990415485016473,0,0,0,0,1
188,210.41658140870652,33.64516705919095,-5.505574563212012,0,0,-0.012704579316760771,-0.9993759615690598,0,0,0,0,1
189,214.43099276505794,33.79193574720967,-5.575119056716685,0,0,0.09007020362959539,-0.995523446174078,0,0,0,0,1
190,218.44971526661035,33.44008245713474,-5.635448083664012,0,0,0.07588705953267345,-0.9966700021264169,0,0,0,0,1
191,222.46996414801472,33.161196005531416,-5.68510359916887,0,0,0.0529393047881721,-0.9981489430578259,0,0,0,0,1
192,226.4817151461569,33.91050516103395,-5.793060317852012,0,0,-0.027963408138186197,-0.9993275687544372,0,0,0,0,1
193,230.56662134107933,33.394066081545596,-5.798429526595659,0,0,0.02273885151033539,-0.9991773968050175,0,0,0,0,1
194,234.5733192787165,33.514100588537886,-5.908827237274798,0,0,0.00020774501441551803,-0.999499800560705,0,0,0,0,1
195,238.6137234881959,32.980233292921405,-5.934210274181446,0,0,0.10317397645196316,-0.994039744589741,0,0,0,0,1
196,242.62688894189907,32.56873875438268,-5.980211335578047,0,0,-0.10975529913090563,-0.9937004362717974,0,0,0,0,1
197,246.64248842767844,32.97631298299783,-6.066487260179502,0,0,0.045074619563764774,-0.9984345538225199,0,0,0,0,1
198,250.70506925788797,32.84909977449727,-6.160834876070555,0,0,0.02246792196709071,-0.9994235455590847,0,0,0,0,1
199,254.79022551521382,32.9142022985021,-6.190523081706744,0,0,-0.07104555976890214,-0.9972554846869067,0,0,0,0,1
200,258.8101881111041,32.64309172830707,-6.259836109582521,0,0,0.18330883220408553,-0.9826806629264508,0,0,0,0,1
201,262.8800175608878,32.39966933158454,-6.297609733038983,0,0,0.07891695648348057,-0.9964766314785138,0,0,0,0,1
202,266.84535562475855,31.853171112297517,-6.31629563310888,0,0,0.03541167042516942,-0.9989888241632824,0,0,0,0,1
203,270.9047634053262,31.840247282077396,-6.381373959952735,0,0,0.012773708836874462,-0.999435600729519,0,0,0,0,1
204,274.9574729506708,31.675604575087107,-6.441029485180122,0,0,0.013048702725067328,-0.999234510792793,0,0,0,0,1
205,278.9810336250996,31.64415907052842,-6.473394576159676,0,0,0.05140599835463371,-0.9979780255666564,0,0,0,0,1
206,282.99087515110295,31.47259154428574,-6.516761088803257,0,0,0.0003253129004739357,-0.9996745248189091,0,0,0,0,1
207,286.8266363083951,30.155922514771326,-6.488576760996738,0,0,0.45727613257416394,-0.888800179389092,0,0,0,0,1
208,287.30832345701344,26.07039396917717,-6.305059839947846,0,0,0.7423268278894289,-0.6687408609105772,0,0,0,0,1
209,286.8422083080121,22.046184217142773,-6.072296107444245,0,0,0.7581787949127731,-0.6512307385668912,0,0,0,0,1
210,287.16772371965493,17.961927329100803,-5.92397263844599,0,0,0.592647668983989,-0.8046070400217578,0,0,0,0,1
211,287.5402319514172,13.961186466586891,-5.712822155082057,0,0,0.6551210619922709,-0.7545529270229631,0,0,0,0,1
212,287.1748066646681,9.951244018887655,-5.431492226910237,0,0,0.8364240922134987,-0.5468505156062733,0,0,0,0,1
213,287.0949647347379,5.774668794355028,-5.360906994195772,0,0,0.5844683418304444,-0.8106448147892997,0,0,0,0,1
214,287.23645791410564,1.7477295292878907,-5.150872280791093,0,0,0.6995964271506363,-0.7135865139654674,0,0,0,0,1
215,287.59578443007945,-2.3603261817878063,-4.925964692946352,0,0,0.6811005282108809,-0.7311001604504845,0,0,0,0,1
216,287.6210221715925,-6.393535336435806,-4.707654329290623,0,0,0.7359263253004781,-0.6761722900485625,0,0,0,0,1
217,287.5322294427756,-10.41624055513262,-4.5334256237552895,0,0,0.7176488533480769,-0.695755221750898,0,0,0,0,1
218,287.2416069155593,-14.476204296373313,-4.336743556159223,0,0,0.7370913431129298,-0.6748650302385967,0,0,0,0,1
219,287.12582356352664,-18.507018585963717,-4.163097204278086,0,0,0.7255601023558701,-0.6870163449095249,0,0,0,0,1
220,287.23322421171815,-22.506632596135425,-3.942825428319097,0,0,0.6810439874287922,-0.7311972658232059,0,0,0,0,1
221,287.4398607727306,-26.594371062230557,-3.7349328358149494,0,0,0.6632643049843492,-0.7477636057382605,0,0,0,0,1
222,287.78139418084487,-30.586998765924246,-3.551692276931284,0,0,0.7340387774120354,-0.6780038964302852,0,0,0,0,1
223,287.69790648401886,-34.59690288062064,-3.3586596763852894,0,0,0.7172283663990694,-0.695546687211416,0,0,0,0,1
224,287.40375753062926,-38.600126579141076,-3.17622160963935,0,0,0.8173412776107918,-0.574889695285045,0,0,0,0,1
225,287.1816658738586,-42.75287600347039,-2.9861943277527314,0,0,0.7113853741783791,-0.7018368270581751,0,0,0,0,1
226,287.25127196683064,-46.77035429452756,-2.800847315162717,0,0,0.8169725125082801,-0.5750832663162656,0,0,0,0,1
227,286.3462984001609,-50.8263530698238,-2.6015752331493394,0,0,0.7784868315136771,-0.6267549960193698,0,0,0,0,1
